1.0;-1;1;@Alfonso160958 @MCarmenMoreno Insolidarios ? los políticos sois vampiros no hacéis + Q chupar de los cuatro k trabajan y a repartir a los 4 gandules q se acercan a Cáritas
-1.0;1;0;@RosaliaGonzalo La 9B sigue cerrando a las 00h ... ¿ Dónde está la homogenización de horarios ?
1.0;1;0;@juanmarin_cs LA_GRAN_IMBECILIDAD_SE_PODRA_CREER_A_ESTOS_ULTRAS_VIOLENTOS_DE_CIUDADANOS ... ? HAY_QUE_SER_IDIOTA_PARA_VOTAR_A_ESTA_CHUSMA https://t.co/kp1l9wU9pO
1.0;1;1;@GFVara Porque no prueba Ud , ahora que se van acercando elecciones , a sobrevivir durante 2 meses con 368_€ , pagando alquiler vivienda , agua , luz , gas , comida , medicinas que no entran en seguridad social , cambiarse los cristales de las gafas y arreglarse la boca . Le llega ? ?
1.0;-1;-1;@rosalcoy @monicaoltra Ostres , ves i estudia ... es tracta de comprensió lectora . No parlem d'idees polítiques .
1.0;1;1;@oriolamat @joseprull O sigui que marxin les empreses ... no passa res ...
-1.0;1;-1;@MCsanchezCs De traca ¡ ¡
1.0;-1;1;@GLlamazares Llamazares_Le recuerdo que el President_de_la_Generalitat_Josep_Tarradellas fué investido President en México , mala memoria
-1.0;1;0;@herrerobono El respeto ha de tenerse a las personas , no a símbolos . Aunque en vuestro partido respetáis más a los símbolos que a las personas que desahuciáis o tenéis en el Hospital_de_La_Paz_de_Madrid en condiciones indignas . Menos respeto a banderas y más a los ciudadanos , hipócrita .
1.0;1;0;@asierantona Yo lo que espero que en el próximo año , tengamos un presidente de el PP en Canarias que no mienta y que tenga más cintura política . Un presidente que no tenga a el PP_de_Canarias en GAYUMBOS https://t.co/eq4ZuwUDfu
1.0;1;-1;@_Irene_Rivera El @PPopular se equivoca
-1.0;1;1;@pbustinduy Qué grupos ?
1.0;1;0;@RafaCatalaPolo @Congreso_Es https://t.co/ra7bk1RzIB Pero se dicen demócratas los herederos de el caudillo ...
-1.0;1;0;@MMAROTOVA @DGTes
1.0;-1;1;@herrerobono @ajterrassa A mi este cartel como persona y como mujer me parece un agravio y mucho asco
1.0;1;1;@AlbanoDante76 Mentira . Han podido botar ! !
1.0;1;1;@junqueras @martarovira Esta va a acabar también en la Trena tiempo a el tiempo .
-1.0;1;0;@ekrica eso sera para asesorarlos para que cuando maltraten no dejen marcas , votar PP es votar machismo
1.0;1;1;@germanlogro @martaflich Otro pelotero
1.0;-1;1;@alberoliver @CercaniasMadrid No me creo una puta mierda
1.0;1;1;@MayoralRafa Rafa , que ya ha vuelto @Pablo_Iglesias_ , te toca volver a el depósito de objetos de_segunda_mano defectuosos
-1.0;-1;0;@LorenaRuiz_H @carlossmato Yo también le apoyó .
1.0;-1;-1;@yeyaboya Fas com els partits de PP portes giratores
1.0;1;1;Por_supuesto es “ ha comenzado ” 🙈
-1.0;-1;1;@junqueras Confiem en tu !
-1.0;1;1;@RamonEspinar @eldiarioes Si como vuetra ideologia , lenin , stalin , gulas , dictadura comunista , ese es vuestro populismo , que placer tendriais e convertir españa en corea de el norte , claro que si vais alli seriais felices totales , pero creo qu hasta de alli os echarian a patadas , po vividores de el cuento
1.0;-1;-1;@Eva_Granados T'has deixat l'Espadaler , reina ! https://t.co/PH6Zgqn1FG
1.0;1;1;@KRLS @Pdemocratacat Como han podido unos ciudadanos , aparentemente inteligentes no sopesar lo que se les estaba contando , sencillamente ver que en ese momento era imposible ni real . Así es cómo llegan los gobiernos sátrapas , que fácil es destruir .
-1.0;1;1;@idlserna @aena Sr._Ministro cifra récord gracias o por desgracia de todos los jóvenes que han tenido que emigrar a otros países por las crisis neo liberales periódicas pagadas con dinero público , empobrecen sistemáticamente a la población . Rescates bancarios , sobres , refor . en B de sedes etc ! !
1.0;1;-1;@martapascal A #Tabarnia , aquells que cumpleixen la llei viuen tranquils . Els que no ho fan , responen davant la Justícia . Així doncs , tranquila ! ! 😄
1.0;1;1;@enricmorera Premio a el tonto de el año .
1.0;1;1;@gerardgomezf @CarlesMundo El hombre más cobarde q ha parido madre .
-1.0;1;1;@davidbonvehi @Pdemocratacat Tras asumir que la vía unilateral no tiene sentido con el 47_% de los votos .
-1.0;1;-1;@anaponton Antidemocrático foi relegar e marxinar ás forzas políticas da oposición , sustraer os máis básicos dereitos os membros do Parlament , cambiar o seu reglamento , acortando os tempos e impedindo o dereito a enmenda e o debate parlamentario .
-1.0;-1;-1;@TeresaRodr_ Menuda prepotente educada , sola se define , que pena tener que pagar esos sueldazos esos privilegios a cosas así , a eso , hacer camas limpiar a un hospital a un hotel a cuidar personas mayores a mariscar etc , ¿ que a hecho esa para llevar la vida tan dura que lleva , gracias complic
1.0;1;-1;@InesArrimadas No estando de_acuerdo_con nadie , de los dos extremos separatistas o monarquicos , pero conste que esa constitución franquista a la qué ella venera tampoco es imparcial
1.0;-1;1;@amonterosoler No tiene witos para ser de izquierdas y hablar claro
1.0;1;0;@isauralealf @PSOE Apoyar a el PP .............
1.0;1;0;@DcaValle @SAT_tienda Donde los robas y pegas a las dependientas maricon de mierda . Si hubiera justicia te ibas a pasear tú , pudremita , vago sucio , pero cazador . Que ejemplo , no me estraña que Andalucia este asi , con sinverguenzas como este que le votan . A TRABAJAR_MALEANTE .
-1.0;1;-1;@RosaliaGonzalo La 9B sigue cerrando a las 00h ... ¿ Dónde está la homogenización de horarios ?
1.0;1;0;@GFVara Perdónale , espíritu de la Navidad , porque su mujer le apretó demasiado la corbata y no le llegaba suficiente sangre a el cerebro . La culpa es de una mujer … ! Cuando deje la presidencia , volverá a su ser .
1.0;1;1;@jcoscu @el_pais Coscubiela tenía claro que eras régimen de el 78.Gracias por confirmarlo .
-1.0;1;1;@IMendezdeVigo @culturagob para mi España es una GRAN_MIERDA ... GOBERNADA_POR_UNA_PANDA_DE_MUERTOS_DE_HAMBRE_CON_GANAS_DE_OSTENTACIÓN ... ESO_ES_JUSTO_LO_QUE_PIENSO . YO .... IÑIGO_LE_DA_RECUERDOS_A_SU_FAMILIAR_DELINCUENTE_VIOLENTO_QUE_ANDA_SUELTO_GRACIAS_A_SUS_SICARIOS_EN_LA_JUSTICIA ... ESO_ES_ESPAÑA
-1.0;-1;1;@sergiobarcelona Cuál es exactamente la función de el palanganero ? Me interesa el origen de la palabra , no la usamos en Argentina .
-1.0;1;1;@FeijooGalicia @sanidadgob Si no lo vendieran como una terapia medicinal valida , bajo peregrinas teorías pseudocientificas ya seria la hostia tu .
-1.0;-1;-1;@Eva_Granados Eva tú " ere que ere " no ? ? ? ?
1.0;-1;1;@KRLS @sergipinkman Iros a Bruselas con el aquí no os queremos
1.0;-1;1;@MailloAntonio @iunida Que no se lo voy a permitir claro que importantes hoy puñeta con cuatro votos y medio que tenéis no sabía yo que no estén importante
-1.0;-1;1;@amonterosoler @Irene_Montero_ Pedro_Sánchez cada vez más patetico . .
-1.0;1;1;@jsolerCs @elpuntavui A el final . . si lo que quieren los ciudadanos es que no se haga nada útil en esta comunidad , y que se salten hasta sus propias leyes , que más da si está presente o en el ciber espacio . . la ruina está asegurada . 😉
1.0;-1;1;@gabrielrufian Así es fácil Rufián , muy fácil 😄 😄 https://t.co/haqmnPmnR9
-1.0;1;1;@junqueras @martarovira Bueno , entonces no hace falta que salga vd . ¿ No ?
-1.0;1;0;@juantri73 ¡ ¡ ¡ Cara dura este engendro , hay que tener poca vergüenza ! ! ! https://t.co/4VS5jerkDA
-1.0;1;1;@CsFernavarro @de_cabo ¿ Como pretendes que se pueda atender a los ciudadanos si no entiendes su idioma ? Si te ofende mi lengua materna tal_vez sea porque has intentado construir tu estado sobre mi país
1.0;1;1;@enricmorera Ala , continueu financiant concerts catalanistes com a el que va anar el concejal de la CUP a drogarse , que d'això si que sabeu !
1.0;1;1;@ximopuig Botifler de el any .
1.0;1;1;@jcoscu Caldria no barrejar les coses , les movilitzacions han estat per fer República_Catalana , i millor que els corruptes tornin els diners i vagin a la presó . Però tenim 4 persones a la presò per defensar les seves idees polítiques , i volem fer fora el 155 .
-1.0;-1;1;@pbustinduy El placer será mío . Sois bienvenidos todos los partidos políticos . Es una cuestión de humanidad , que sólo se puede resolver desde la política . Si me sigues , te mando mis datos de contacto por mensaje privado . Un saludo
-1.0;1;-1;@CiudadanaMartaR @CiudadanosCs PODEMOS_SON_PURA_ESCORIA ... UNOS_NINIS_CON_CARRERA_SINVERGUENZAS_QUE_NO_SABEN_NADA_DE_POLITICA ... AN_ENGANADO_A_MUCHA_GENTE_A_MI_ENTRE_ELLOS_PERO_SE_ACABO_JAMAS_LOS_VOLVERE_A_VOTAR ...
-1.0;1;1;@AlbanoDante76 Aplicado a los de el 155 : ... no hay mayor desprecio que no dar aprecio . Solo son necios arrogantes
1.0;1;-1;@abeltran_ana @PPopular Si tú no respetas cómo te van a respetar a ti
1.0;-1;1;@jmespejosaav Fora feixistes de el nostre parlament
-1.0;1;1;de si mateixos . Però la situació d ’ aquest hospital nou i extremadament gran és lamentable . ”
1.0;1;0;@gabrielrufian INÚTIL .
1.0;1;-1;@TeresaRodr_ Vete_de_Podemos , esta muerto ,
-1.0;1;0;@ignacioaguado No tienen vergüenza , en todos los viejos partidos más de lo mismo . La ciudadanía espera mucho de vosotros , no hagáis la AVESTRUZ si veis indicios en compañeros . EDIFICANTE
-1.0;-1;-1;@adrianadelgadoh @ForcadellCarme Toda la razón , es una señora con dignidad y mas educación que muchas de las que están intentando meterse como sea en el gobierno catalán , se retira con un proceso judicial injusto a sus espaldas no como otros que con juicios por comisiones y fraudes siguen en su cargo
1.0;1;-1;@MonicaCompromis Creo que es la espontaneidad de una persona que está hasta las narices de la falsa democracia que predica su gobierno valenciano
1.0;-1;-1;@ccifuentes @ComunidadMadrid Cristina los turistas también ven a la gente que duermen en los puentes que hay en la M30 eso sí que es importante
-1.0;1;0;@martabosquet Una vez hecho el estudio de las pérdidas y daños me uno a la planificación de Marta . Debe solicitarse según se valore el concepto de situación catastrófica de la zona y que el gobierno central o autonómico lo conceda dadas las pérdidas que habrán recaído sobre los trabajadores .
1.0;1;-1;@ccifuentes @ElCascabelTRECE Sra._Cifuentes , no me extraña q España vaya tan mal y seamos el país más inculto , con la referencia q tenemos de políticos , jajaja Sra , Botella , Alcardesa d MADRID x el Morro , el Marido_Presidente , q hay q darle de comer a parte , Rajoylo está demostrando día a día y ustd más d lo mismo
1.0;1;-1;@monicaoltra En valencià millor . En compte de cabrejar-te reconeix q se t ’ ha escapat un mal comentari i potser moltes dones et valorariem millor
-1.0;1;1;@juanmarin_cs @Cs_Andalucia Lo que tenéis que cambiar es la herencia para las personas que no son familiares .
-1.0;1;0;@sergiosayas Esto , si me gusta y opino como tú
-1.0;1;-1;@PatriciaReyesCs @Albert_Rivera Sobre todo sin sacrificar la economía de las clases media y altas
-1.0;1;1;@jcoscu @elpais_inter Son de la teva epoca eh coscu
1.0;1;0;@gabrielrufian Eso también se arregla con 200_gramos de independencia y 125_gramos de ironía barata . Y poniendo cara de niño malo incomprendido
1.0;1;0;@JLambanM y la columna de aire a todo trapo seguro q es para conservar la pintura de el sarcófago bien rígida … bravo bravo https://t.co/jN7rLXUEqw
1.0;1;0;@RevillaMiguelA Felicite a los vecinos d #BooDePielagos k gracias_a @Viesgo_ES , esos que nos sangran con el precio d La_Luz y ganan millones a_mansalva , muchos no han podido ni pasar la #Nochevieja en sus casas
-1.0;1;0;@hugomabarca @Mari_Sol_GH Por_favor , esto ya ha dejado de tener gracia , esta peña te miente en la cara y se quedan tan anchos ! ! ! ! por cierto , seguro q buscamos cinico en una enciclopedia y sale la cara de este señor .
-1.0;1;1;@herrerobono El respeto ha de tenerse a las personas , no a símbolos . Aunque en vuestro partido respetáis más a los símbolos que a las personas que desahuciáis o tenéis en el Hospital_de_La_Paz_de_Madrid en condiciones indignas . Menos respeto a banderas y más a los ciudadanos , hipócrita .
-1.0;1;1;@miqueliceta @elperiodico Para que veas , que no estamos adoctrinados . O quizá si que TV3 nos adoctrina a amar el unionismo ? Habra que pensarlo , y si hace falta , denunciarlo .
-1.0;-1;1;@ignacioaguado Y si os queréis alejar un poco de Madrid ciudad , recomiendo las croquetas de La_Chimenea en Guadarrama . ¡ Riquísimas !
1.0;1;-1;@montsecandini @Sorayapp Butiflera_de_Merda ! ! Masa por li tenen ✊ ✊ ✊ 👐
-1.0;1;1;@gebelque Quina bona pinta !
-1.0;1;1;@gebelque explica-ho a @LaVanguardia que l'amic Màrius porta tot el dia fent d'altaveu d'aquests pallassos ...
1.0;1;0;@Rafa_Hernando @BrujulaOndaCero Tambien muy cerca de ti hay burros y chorizos politicos , verdad 😂 😂 😂
1.0;1;1;@MayoralRafa “ Ante el pueblo ” ? , por suerte vivimos en un país con leyes , tribunales de justícia y separación de poderes , eso si todo muy mejorable y lejos_de ardores bolivarianos .
-1.0;1;0;@ignacioaguado Pues que lleven cuidado con el postre si son uvas .
1.0;1;0;@nicadichiara ¡ Qué contento estoy ! somos los líderes en España en paro , que no decaiga ¡ no podemos ser los segundos ! así que sigamos con nuestras políticas reforcemos nuestra posición , tenemos que ser líderes ¡ Vamos , hombre ! que nos quieren quitar el primer puesto y no lo vamos a permitir .
-1.0;1;1;@RamonEspinar Los madrileños no . todos los administrados los corruptos deben de estar en la cárcel y devolver todo lo robado sean de el partido que sean
1.0;1;0;@Clara_Serra_ Muchas_Muchas_Muchas ... ¿ Alguna solución concreta , en_lugar_de tanta medida abstracta ?
1.0;1;1;@AntonioSilvan_ Por_favor , Sr @AntonioSilvan_ coja el libro de primero de primaria y repase las restas . Cómo va eso de de reducir en dos años la deuda de 229 a 180M_€ ( 49M_€ de diferencia ) , y decirnos que este año han amortizado y reducido 53M_€ . No mezcle pago de intereses con amortizaciones .
-1.0;-1;1;@ignacioaguado @MGutierrezCs Otra más a la lista , Bárcenas sobres Rajoy , Gallardón , González , Urdangarín , granados , peq . nicolas , ( ha desaparecido ) Gürtel , Nóos , etc . etc. ay mas .....
-1.0;1;0;@MailloAntonio @petisojomi Siempre apoyando a la MAFIA . ! ! ! ! LUEGO_NO_QUIEREN_SER_LLAMADOS_FRANQUISTAS_O_FACHAS , O_NAZIS . PERO_SUS_HECHOS_HABLAN_MÁS_ALTO ! !
-1.0;1;1;@gabrielrufian Es decir , uno puede hacer las canciones más bonitas y eso no tiene nada que ver con el pensamiento . Vale , ya veo la ensalada que tiene usted en la cabeza .
-1.0;1;0;@RosaliaGonzalo La 9B sigue cerrando a las 00h ... ¿ Dónde está la homogenización de horarios ?
-1.0;1;-1;@Noemi_delaCalle Espinar ... va un charlatán como muchos y " muchas " . . De PODEMOS
-1.0;1;-1;@EvaGSempere se lo he pedido a los reyes de febrero 😁
1.0;1;0;@GFVara @rosadiezglez Esta fijo k como la Loli cospe es capaz de decir k las Hurdes están en andalucia , las dos son rubias ! ! !
1.0;1;-1;@InesArrimadas Hola , primero de todo estas mintiendo ... cuando el se fue a Belgica la justicia no le perseguia , cuando la euroorden el se presento y esta se elimino por parte de el estado español . Gracias .
1.0;1;1;@gabrielrufian Estas amenazando a los tabarnianos sinvergüenza , no se que pensará el colectivo islamico de pensamientos racistas y fascistas
-1.0;-1;1;@gerardgomezf @Esquerra_ERC No , clar que no ho són . Que no veus que són ostatges ?
-1.0;1;0;@GirautaOficial @jordi_canyas Hizo bien en dimitir y hace bien en reincorporarse , ahora sólo falta que no haga de bombero pirómano en el Parlament como acostumbraba . La cuota de ese tipo de diputado ya está bien cubierta .
-1.0;1;-1;@Noemi_delaCalle @InesArrimadas Así debe de estar de acuerdo tu colega Nart ? Porque despues de las declaraciones que hizo ?
1.0;1;0;@RafaCatalaPolo @Congreso_Es despues de estar unos añitos en el cargo sr. ministro se dio_cuenta ahora que lo q queremos son personas competentes en los juzgados y una justicia rapida y efectiva y no juicios en años luz ? madre mia entonces cuando se de cuenta de las cagadas cronicas q han echo lo publican
1.0;-1;1;@davidbonvehi @Pdemocratacat El club de los poetas muertos . Sesión continua en este local .
1.0;1;1;@GFVara Oye , he visto en prensa en enchufas en cargos publicos a tus colegas . Tienes algo por ahi para mi ? Podriamos ser amigos , si fuese necesario
1.0;1;0;@RafaCatalaPolo Que justicia hay que innovar ? Lo que tiene que haber es justicia . Indigno de llevar ese apellido .
-1.0;1;1;@ignacioaguado Se puede decir más alto , pero no más claro #regeneración 👏 🏻
1.0;1;1;@raulromeva @ForcadellCarme El ministro de el exterior , como siempre , sin dar ni una .... Joder con la '' tolerancia '' de la Carme '' .
1.0;1;0;@susanadiaz @FAD_es Tranquila , si la pasta para todo te llega siempre en ayudas desde Madrid . A seguir viviendo de la Sopa_Boba .
1.0;-1;1;@amonterosoler @Irene_Montero_ Una muestra más de la falta de vergüenza de los pudimos todavía critican y se significan como plagiados , q no es verdad , después_de haber propiciado q rajoy siga , ya les falta poco para hacer historia van a durar menos q upyd tic tac tic tac tic tac x algo quieren cambiar nombre
-1.0;1;-1;@ALevySoler En una situación extraordinaria como esta , solo cabe la generosidad . A veces , para construir sociedad , hay que dejar a un lado las propias siglas
1.0;1;-1;@RitaBosaho @Paula83706774 Cuando pasen otros cuatro no tienen ni representación a el tiempo
1.0;1;1;@GFVara Bueno_Sr_Vara , que propone entonces ? , meter a todos los hombres en la carcel ? , y las mujeres que matan a los hombres las matan por ser hombres ? , o no hay ningun asesinato de esa indole ?
1.0;-1;-1;@Eva_Granados @Eva_Granados : le dice la sartén a el cazo , verdad ? A ver qué día empiezan a salir a La_Luz vuestros GALimatias . #Suerte
-1.0;1;0;@sergiosayas Esto , si me gusta y opino como tú
-1.0;1;-1;@MCsanchezCs No le deis consejos a el PP porque a lo peor los siguen y perdéis votantes .
1.0;1;0;@gabrielrufian Eso también se arregla con 200_gramos de independencia y 125_gramos de ironía barata . Y poniendo cara de niño malo incomprendido
-1.0;1;-1;@Noemi_delaCalle @InesArrimadas Pedazo de presidenta que teneis hay de un Sevillano
1.0;-1;-1;@MEspinosa_ @ccifuentes La_Barbie_PP mentirosa como todos los corruptos 😡 😡 😡
1.0;1;1;@GirautaOficial Tan normal cómo lo marcan las leyes que tanto os gustan ...
-1.0;-1;-1;@ana_schez @20m Listas espera , llamadas media hora antes d cita y en varias ocasiones , para decirte q no te van a atender porque tienen mucha gente . Personal sobrecargado y si protestas , porque has pedido día , te acusan d falta d respeto . Conciertos con privadas . Puestos a dedo a familiares
-1.0;1;0;@nicadichiara @susanadiaz Una reflexión : quién le paga los sueldos a los trabajadores públicos ? Los trabajadores de las empresas privadas , autónomos etc ... quién tiene MEJORES_CONDICIONES_LABORALES ? ?
-1.0;1;-1;@ccifuentes @ElCascabelTRECE Mejor que en casa . No & amp ; Do
1.0;1;1;@CivitiMarti @parlament_cat Més lluny de la mesa , no se't veurà tant quan dormis o juguis a el candy crush
1.0;1;-1;@PatriciaReyesCs @Albert_Rivera Scrificaremos a los ciudadanos .
1.0;1;1;@oriolamat @jordigoula Y una mierda ! ! La economía está bajo mínimos , te lo dice un autónomo , no engañéis a la gente ,
-1.0;-1;0;@RevillaMiguelA Jajajaja , Spain is different . . 🤣 🤣 🤣 🤣 🤣 🤣 😀 😀 😀
1.0;1;0;@noepmp @Pablo_Iglesias_ Es necesario que hables con el mismo " tonito " que Iglesias ? . Solo te falta el bolígrafo en la mano !
1.0;-1;0;@Marta_Sibina @gabrielrufian Vaya orterada ! ! ! !
1.0;1;0;@RitaBosaho @Paula83706774 Cuando pasen otros cuatro no tienen ni representación a el tiempo
1.0;1;0;@EquipoClavijo Él más pendiente de la foto que de la niña
1.0;1;1;@IMendezdeVigo Vuestro unico trabajo es saquear y mentir https://t.co/mCkhGl6Ku5
1.0;1;0;@Marta_Sibina @gabrielrufian Asi me gusta , luchando por la espina bifida
1.0;1;1;@javizqui @sanchezcastejon Este periódico cada día se parece más a el ABC . LAMENTABLE .
-1.0;1;-1;@ekrica eso sera para asesorarlos para que cuando maltraten no dejen marcas , votar PP es votar machismo
